row,code,subject_area,
13248,80.20.60.10.10,Cellulose acetates,
13249,80.20.60.20,Acids,
13250,80.20.60.20.10,Acetic acid,
13251,80.20.60.20.20,Aliphatic acids,
13252,80.20.60.20.30,Alpha hydroxy acids,
13253,80.20.60.20.30.10,Glycolic acid,
13254,80.20.60.20.40,Boric acid,
13255,80.20.60.20.50,Carboxylic acids,
13256,80.20.60.20.50.10,Butyric acids,
13257,80.20.60.20.50.20,Formic acid,
13258,80.20.60.20.50.30,Hippuric acid,
13259,80.20.60.20.50.40,Propionic acid,
13260,80.20.60.20.60,Citric acid,
13261,80.20.60.20.70,Dibasic organic acids,
13262,80.20.60.20.80,Dicarboxylic acids,
13263,80.20.60.20.80.10,Oxalic acid,
13264,80.20.60.20.90,Hydrochloric acid,
13265,80.20.60.20.100,Hydroxamic acids,
13266,80.20.60.20.110,Ketones,
13267,80.20.60.20.110.10,Pyruvate,
13268,80.20.60.20.110.20,Pyruvic acid,
13269,80.20.60.20.120,Kojic acid,
13270,80.20.60.20.130,Lactic acid,
13271,80.20.60.20.140,Organic acids,
13272,80.20.60.20.150,Perchloric acid,
13273,80.20.60.20.160,Phosphoric acids,
13274,80.20.60.20.170,Picric acid,
13276,80.20.60.20.190,Salicylic acid,
13277,80.20.60.20.190.10,Salicylates,
13278,80.20.60.20.200,Sugar acids,
13279,80.20.60.20.210,Sulfamic acid,
13280,80.20.60.20.220,Sulfinic acids,
13281,80.20.60.20.230,Sulfonic acids,
13282,80.20.60.20.240,Uric acid,
13283,80.20.60.30,Adamantanes,
13284,80.20.60.40,Aliphatic compounds,
13285,80.20.60.50,Alkaloids,
13286,80.20.60.50.10,Atropine,
13287,80.20.60.50.20,Caffeine,
13289,80.20.60.50.40,Muscarine,
13290,80.20.60.50.50,Nicotine,
13291,80.20.60.50.60,Quinine,
13292,80.20.60.50.70,Theobromine,
13293,80.20.60.60,Alkyl halides,
13294,80.20.60.70,Ammonia,
13295,80.20.60.80,Arsenates,
13296,80.20.60.90,Azides,
13297,80.20.60.100,Bicarbonates,
13298,80.20.60.110,Borates,
13299,80.20.60.120,Bromides,
13300,80.20.60.130,Butyrates,
13301,80.20.60.140,Carbonates,
13302,80.20.60.140.10,Sodium carbonates,
13303,80.20.60.150,Carbon dioxide,
13304,80.20.60.160,Carbon monoxide,
13305,80.20.60.170,Chlorides,
13306,80.20.60.170.10,Lithium chloride,
13307,80.20.60.170.20,Potassium chloride,
13308,80.20.60.180,Cluster compounds,
13309,80.20.60.190,Coumarins,
13310,80.20.60.200,Electron acceptors,
13311,80.20.60.210,Electron donors,
13312,80.20.60.220,Esters,
13313,80.20.60.220.10,Cholesteryl esters,
13314,80.20.60.220.20,Lactones,
13315,80.20.60.220.30,Nitrocellulose,
13316,80.20.60.220.40,Urethanes,
13317,80.20.60.230,Fluorides,
13318,80.20.60.240,Formates,
13319,80.20.60.250,Glycols,
13320,80.20.60.260,Guanidines,
13321,80.20.60.270,Hydrates,
13322,80.20.60.280,Hydrides,
13323,80.20.60.290,Hydrocarbons,
13324,80.20.60.290.10,Alkadienes,
13325,80.20.60.290.20,Alkanes,
13326,80.20.60.290.20.10,Cycloalkanes,
13327,80.20.60.290.20.20,Heptanes,
13328,80.20.60.290.30,Alkenes,
13329,80.20.60.290.40,Alkynes,
13330,80.20.60.290.50,Aromatic hydrocarbons,
13331,80.20.60.290.50.10,Toluene,
13332,80.20.60.290.60,Hexanes,
13333,80.20.60.290.70,Methylenes,
13334,80.20.60.290.70.10,Methylene blue,
13335,80.20.60.290.80,Xylenes,
13336,80.20.60.300,Hydroxides,
13337,80.20.60.300.10,Sodium hydroxide,
13338,80.20.60.310,Imines,
13339,80.20.60.310.10,Oximes,
13340,80.20.60.320,Inorganic compounds,
13341,80.20.60.320.10,Bioinorganic compounds,
13342,80.20.60.320.20,Sodium azides,
13343,80.20.60.330,Iodides,
13344,80.20.60.340,Ionophores,
13345,80.20.60.350,Isomers,
13346,80.20.60.350.10,Constitutional isomers,
13347,80.20.60.350.20,Stereoisomers,
13348,80.20.60.350.20.10,Enantiomers,
13349,80.20.60.360,Lactates,
13350,80.20.60.370,Lignin,
13351,80.20.60.380,Main group compounds,
13352,80.20.60.390,Malonates,
13353,80.20.60.400,Methane,
13354,80.20.60.410,Nitrates,
13355,80.20.60.420,Nitrites,
13356,80.20.60.430,Organic compounds,
13357,80.20.60.430.10,Acetaldehyde,
13358,80.20.60.430.20,Acetones,
13359,80.20.60.430.30,Acid anhydrides,
13360,80.20.60.430.40,Alcohols,
13361,80.20.60.430.40.10,Butanol,
13362,80.20.60.430.40.20,Ethanol,
13363,80.20.60.430.40.30,Mannitol,
13364,80.20.60.430.40.40,Methanol,
13365,80.20.60.430.40.50,Propanol,
13366,80.20.60.430.50,Aldehydes,
13368,80.20.60.430.70,Amides,
13369,80.20.60.430.70.10,Formamides,
13370,80.20.60.430.80,Amines,
13375,80.20.60.430.80.20,Ethanolamine,
13406,80.20.60.430.100,Anhydrides,
13407,80.20.60.430.110,Anilines,
13408,80.20.60.430.120,Benzaldehydes,
13409,80.20.60.430.130,Benzene,
13410,80.20.60.430.140,Benzimidazoles,
13411,80.20.60.430.150,Butanones,
13412,80.20.60.430.160,Carbamates,
13413,80.20.60.430.170,Carbohydrates,
13414,80.20.60.430.170.10,Disaccharides,
13415,80.20.60.430.170.10.10,Lactose,
13416,80.20.60.430.170.10.20,Sucrose,
13417,80.20.60.430.170.10.30,Trehalose,
13418,80.20.60.430.170.20,Mannose,
13419,80.20.60.430.170.30,Monosaccharides,
13420,80.20.60.430.170.30.10,Arabinose,
13421,80.20.60.430.170.30.20,Fructoses,
13422,80.20.60.430.170.30.30,Galactose,
13423,80.20.60.430.170.30.40,Glucose,
13424,80.20.60.430.170.30.50,Hexoses,
13425,80.20.60.430.170.30.60,Pentoses,
13426,80.20.60.430.170.30.70,Ribose,
13427,80.20.60.430.170.30.80,Sialic acids,
13429,80.20.60.430.170.30.100,Xylose,
13430,80.20.60.430.170.40,Starches,
13436,80.20.60.430.190,Cellulose,
13437,80.20.60.430.200,Chloroform,
13438,80.20.60.430.210,Creatine,
13439,80.20.60.430.220,Diazo compounds,
13441,80.20.60.430.240,Ethers,
13442,80.20.60.430.240.10,Epoxides,
13443,80.20.60.430.240.20,Organophosphates,
13444,80.20.60.430.240.20.10,Malathion,
13446,80.20.60.430.260,Formaldehyde,
13447,80.20.60.430.270,Functional groups,
13449,80.20.60.430.290,Glycosides,
13450,80.20.60.430.290.10,Gymnemic acid,
13451,80.20.60.430.300,Heterocyclic compounds,
13452,80.20.60.430.300.10,Acridines,
13453,80.20.60.430.300.20,Azoles,
13454,80.20.60.430.300.30,Heterocyclic nitrogen compounds,
13455,80.20.60.430.300.40,Indoles,
13456,80.20.60.430.300.50,Quinolines,
13457,80.20.60.430.300.60,Thiazoles,
13460,80.20.60.430.330,Imidazole,
13461,80.20.60.430.340,Kerogen,
13462,80.20.60.430.350,Naphthalenes,
13463,80.20.60.430.360,Nitriles,
13464,80.20.60.430.360.10,Acetonitrile,
13465,80.20.60.430.370,Nitrobenzenes,
13466,80.20.60.430.370.10,Picramic acid,
13468,80.20.60.430.370.30,Styphnic acids,
13469,80.20.60.430.380,Nitro compounds,
13470,80.20.60.430.380.10,Nitroalkanes,
13471,80.20.60.430.390,Nitroso compounds,
13472,80.20.60.430.400,Organic nitrogen compounds,
13473,80.20.60.430.410,Organic sulfur compounds,
13474,80.20.60.430.420,Organometallic compounds,
13475,80.20.60.430.430,Organophosphorus compounds,
13476,80.20.60.430.430.10,Phosphinic acids,
13477,80.20.60.430.430.20,Phosphonic acids,
13478,80.20.60.430.430.30,Phosphorothioates,
13479,80.20.60.430.440,Porphyrins,
13480,80.20.60.430.450,Purines,
13481,80.20.60.430.460,Pyridines,
13482,80.20.60.430.470,Pyrimidines,
13483,80.20.60.430.470.10,Barbituric acids,
13485,80.20.60.430.480,Quinones,
13488,80.20.60.430.500,Steroids,
13490,80.20.60.430.520,Terpenes,
13491,80.20.60.430.530,Thiols,
13492,80.20.60.430.540,Toluidines,
13493,80.20.60.430.550,Urea,
13494,80.20.60.440,Organosulfur compounds,
13495,80.20.60.440.10,Lipoic acids,
13498,80.20.60.440.40,Thiourea,
13499,80.20.60.450,Oxalates,
13500,80.20.60.460,Oxides,
13501,80.20.60.460.10,Iron oxides,
13502,80.20.60.460.20,Peroxides,
13503,80.20.60.460.20.10,Hydrogen peroxide,
13504,80.20.60.460.20.20,Hydroperoxide,
13505,80.20.60.460.30,Superoxides,
13506,80.20.60.460.40,Tetroxides,
13507,80.20.60.470,Peptones,
13508,80.20.60.480,Perchlorates,
13509,80.20.60.490,Permanganates,
13510,80.20.60.500,Phenols,
13512,80.20.60.510,Phosphates,
13513,80.20.60.510.10,Sodium phosphate,
13514,80.20.60.520,Phosphine,
13515,80.20.60.530,Phthalates,
13516,80.20.60.540,Preservatives,
13517,80.20.60.550,Propionates,
13518,80.20.60.560,Reactive compounds,
13519,80.20.60.560.10,Acyl halides,
13520,80.20.60.570,Reducing agents,
13521,80.20.60.580,Salts,
13522,80.20.60.580.10,Benzoates,
13524,80.20.60.580.30,Hypochlorites,
13525,80.20.60.580.40,Soaps,
13526,80.20.60.580.50,Sodium chloride,
13527,80.20.60.580.60,Sulfates,
13528,80.20.60.580.60.10,Sodium sulfates,
13529,80.20.60.580.60.20,Thiosulfates,
13530,80.20.60.590,Silicones,
13531,80.20.60.600,Solid state compounds,
13532,80.20.60.610,Solvents,
13533,80.20.60.610.10,Organic solvents,
13534,80.20.60.620,Sulfides,
13535,80.20.60.630,Sulfites,
13536,80.20.60.640,Sulfones,
13537,80.20.60.650,Sulfoxides,
13538,80.20.60.660,Tartrates,
13539,80.20.60.670,Thiocyanates,
13540,80.20.60.680,Thymidines,
13541,80.20.60.690,Transition metal compounds,
13542,80.20.60.700,Vanadates,
13543,80.20.70,Chemical elements,
13544,80.20.70.10,Actinium,
13545,80.20.70.20,Aluminum,
13546,80.20.70.30,Americium,
13547,80.20.70.40,Antimony,
13548,80.20.70.50,Argon,
13549,80.20.70.60,Arsenic,
13550,80.20.70.70,Astatine,
13551,80.20.70.80,Barium,
13552,80.20.70.90,Berkelium,
13553,80.20.70.100,Beryllium,
13554,80.20.70.110,Bismuth,
13555,80.20.70.120,Bohrium,
13556,80.20.70.130,Boron,
13557,80.20.70.140,Bromine,
13558,80.20.70.150,Cadmium,
13559,80.20.70.160,Calcium,
13560,80.20.70.170,Californium,
13561,80.20.70.180,Carbon,
13562,80.20.70.190,Cerium,
13563,80.20.70.200,Cesium,
13564,80.20.70.210,Chlorine,
13565,80.20.70.220,Chromium,
13566,80.20.70.230,Cobalt,
13567,80.20.70.240,Copernicium,
13568,80.20.70.250,Copper,
13569,80.20.70.260,Curium,
13570,80.20.70.270,Darmstadtium,
13571,80.20.70.280,Dubnium,
13572,80.20.70.290,Dysprosium,
13573,80.20.70.300,Einsteinium,
13574,80.20.70.310,Erbium,
13575,80.20.70.320,Europium,
13576,80.20.70.330,Fermium,
13577,80.20.70.340,Flerovium,
13578,80.20.70.350,Fluorine,
13579,80.20.70.360,Francium,
13580,80.20.70.370,Gadolinium,
13581,80.20.70.380,Gallium,
13582,80.20.70.390,Germanium,
13583,80.20.70.400,Gold,
13584,80.20.70.410,Hafnium,
13585,80.20.70.420,Hassium,
13587,80.20.70.440,Helium,
13588,80.20.70.450,Holmium,
13589,80.20.70.460,Hydrogen,
13590,80.20.70.470,Indium,
13591,80.20.70.480,Iodine,
13592,80.20.70.490,Iridium,
13593,80.20.70.500,Iron,
13594,80.20.70.510,Krypton,
13595,80.20.70.520,Lanthanum,
13596,80.20.70.530,Lawrencium,
13597,80.20.70.540,Lead (element),
13598,80.20.70.550,Lithium,
13599,80.20.70.560,Livermorium,
13600,80.20.70.570,Lutetium,
13601,80.20.70.580,Magnesium,
13602,80.20.70.590,Manganese,
13603,80.20.70.600,Meitnerium,
13604,80.20.70.610,Mendelevium,
13605,80.20.70.620,Mercury (element),
13606,80.20.70.630,Molybdenum,
13607,80.20.70.640,Neodymium,
13608,80.20.70.650,Neon,
13609,80.20.70.660,Neptunium,
13610,80.20.70.670,Nickel,
13611,80.20.70.680,Niobium,
13612,80.20.70.690,Nitrogen,
13613,80.20.70.690.10,Liquid nitrogen,
13614,80.20.70.700,Nobelium,
13615,80.20.70.710,Osmium,
13616,80.20.70.720,Oxygen,
13617,80.20.70.730,Palladium,
13618,80.20.70.740,Phosphorus,
13619,80.20.70.750,Platinum,
13620,80.20.70.760,Plutonium,
13621,80.20.70.770,Polonium,
13622,80.20.70.780,Potassium,
13623,80.20.70.790,Praseodymium,
13624,80.20.70.800,Prometheum,
13625,80.20.70.810,Protactinium,
13626,80.20.70.820,Radium,
13627,80.20.70.830,Radon,
13628,80.20.70.840,Rhenium,
13629,80.20.70.850,Rhodium,
13630,80.20.70.860,Roentgenium,
13631,80.20.70.870,Rubidium,
13632,80.20.70.880,Ruthenium,
13633,80.20.70.890,Rutherfordium,
13634,80.20.70.900,Samarium,
13635,80.20.70.910,Scandium,
13636,80.20.70.920,Seaborgium,
13637,80.20.70.930,Selenium,
13638,80.20.70.940,Silicon,
13639,80.20.70.950,Silver,
13640,80.20.70.960,Sodium,
13641,80.20.70.970,Strontium,
13642,80.20.70.980,Sulfur,
13643,80.20.70.990,Tantalum,
13644,80.20.70.1000,Technetium,
13645,80.20.70.1010,Tellurium,
13646,80.20.70.1020,Terbium,
13647,80.20.70.1030,Thallium,
13648,80.20.70.1040,Thorium,
13649,80.20.70.1050,Thulium,
13650,80.20.70.1060,Tin,
13651,80.20.70.1070,Titanium,
13652,80.20.70.1080,Tungsten,
13653,80.20.70.1090,Ununoctium,
13654,80.20.70.1100,Ununpentium,
13655,80.20.70.1110,Ununseptium,
13656,80.20.70.1120,Ununtrium,
13657,80.20.70.1130,Uranium,
13658,80.20.70.1140,Vanadium,
13659,80.20.70.1150,Xenon,
13660,80.20.70.1160,Ytterbium,
13661,80.20.70.1170,Yttrium,
13662,80.20.70.1180,Zinc,
13663,80.20.70.1190,Zirconium,
13667,80.20.90,Chemical physics,
13668,80.20.90.10,Dimers (Chemical physics),
13669,80.20.90.20,Electron transfer,
13670,80.20.90.30,Mass diffusivity,
13671,80.20.90.40,Molecular structure,
13672,80.20.100,Chemical properties,
13673,80.20.100.10,Amphiphilicity,
13674,80.20.100.20,Calorific value,
13675,80.20.100.30,Dimerization,
13676,80.20.100.40,Electron affinity,
13677,80.20.100.50,Heat of activation,
13678,80.20.100.60,Heat of combustion,
13679,80.20.100.70,Heat of formation,
13680,80.20.100.80,Heat of fusion,
13681,80.20.100.90,Heat of reaction,
13682,80.20.100.100,Intermolecular forces,
13683,80.20.100.100.10,London dispersion forces,
13684,80.20.100.100.20,van der Waals force,
13685,80.20.100.110,Latent heat,
13686,80.20.100.120,Lipophilia,
13687,80.20.100.130,Molecular mass,
13688,80.20.100.140,pH factor,
13689,80.20.100.150,Photochromism,
13690,80.20.100.160,Physicochemical properties,
13691,80.20.100.170,Salinity,
13692,80.20.100.180,Specific gravity,
13693,80.20.100.190,Viscosity,
13694,80.20.100.200,Volatility,
13695,80.20.110,Chemical radicals,
13696,80.20.110.10,Butyl radicals,
13697,80.20.110.20,Carboxyl radicals,
13698,80.20.110.30,Chromyl radicals,
13699,80.20.110.40,Free radicals,
13700,80.20.110.50,Hexyl radicals,
13701,80.20.110.60,Hydroxyl radicals,
13702,80.20.110.70,Nitro radicals,
13703,80.20.110.80,Octyl radicals,
13704,80.20.110.90,Organic radicals,
13705,80.20.110.100,Perchloryl radicals,
13706,80.20.110.110,Sulfonyl radicals,
13707,80.20.110.120,Uranyl radicals,
13708,80.20.110.130,Zirconyl radicals,
13709,80.20.120,Chemical reactions,
13712,80.20.120.20,Activation energy,
13713,80.20.120.30,Addition reactions,
13714,80.20.120.40,ADP-ribosylation,
13715,80.20.120.50,Belousov-Zhabotinsky reaction,
13716,80.20.120.60,Bleaching,
13717,80.20.120.70,Chemical curing,
13718,80.20.120.80,Chemical dissociation,
13719,80.20.120.90,Chemical neutralization,
13720,80.20.120.100,Chemical precipitation,
13721,80.20.120.100.10,Crystallization,
13722,80.20.120.100.20,Precipitates,
13723,80.20.120.110,Coinage metal-catalyzed reactions,
13724,80.20.120.120,Condensation reactions,
13725,80.20.120.130,Corrosion,
13726,80.20.120.140,Decomposition,
13727,80.20.120.150,Dehydrogenation,
13728,80.20.120.160,Deoxygenation,
13729,80.20.120.170,Double displacement,
13730,80.20.120.180,Elimination reactions,
13731,80.20.120.190,Endothermic reactions,
13732,80.20.120.200,Exchange reactions,
13733,80.20.120.210,Exothermic reactions,
13734,80.20.120.210.10,Combustion,
13735,80.20.120.220,Glycerolization,
13736,80.20.120.230,Halogenation,
13737,80.20.120.240,Hydrolysis,
13738,80.20.120.240.10,ATP hydrolysis,
13739,80.20.120.240.20,GTP hydrolysis,
13740,80.20.120.240.30,Lipolysis,
13741,80.20.120.240.40,Nerve agent hydrolysis,
13742,80.20.120.240.50,VLDL hydrolysis,
13743,80.20.120.250,Ionization,
13744,80.20.120.260,Isomerization,
13745,80.20.120.270,Maillard reaction,
13746,80.20.120.280,Methylation,
13747,80.20.120.290,Nitration,
13748,80.20.120.300,Nitrification,
13749,80.20.120.310,Nitrofluorination,
13750,80.20.120.320,Organic reactions,
13751,80.20.120.320.10,Diels-Alder reaction,
13752,80.20.120.320.20,Friedel-Crafts reactions,
13753,80.20.120.320.30,Hydrogenation,
13754,80.20.120.320.40,Metalation,
13755,80.20.120.320.50,Transesterification,
13756,80.20.120.330,Oxidation,
13757,80.20.120.340,Oxidation-reduction reactions,
13758,80.20.120.350,Photochemical reactions,
13759,80.20.120.360,Photolysis,
13760,80.20.120.370,Polymerization,
13761,80.20.120.370.10,Template polymerization,
13762,80.20.120.380,Prenylation,
13763,80.20.120.380.10,Farnesylation,
13764,80.20.120.390,Reactants,
13765,80.20.120.400,Recombination reactions,
13766,80.20.120.410,Schoenemann reactions,
13767,80.20.120.420,Side reactions,
13768,80.20.120.430,Solvation,
13769,80.20.120.440,Solvolysis,
13770,80.20.120.450,Substitution reactions,
13771,80.20.120.460,Sulfation,
13772,80.20.120.470,Sulfuration,
13773,80.20.120.480,Surface reactions,
13774,80.20.130,Computational chemistry,
13775,80.20.130.10,Ab initio quantum chemistry methods,
13776,80.20.130.20,Density functional theory,
13777,80.20.130.30,Molecular docking,
13778,80.20.130.40,Molecular dynamics,
13779,80.20.130.50,Molecular mechanics,
13781,80.20.150,Electrochemistry,
13782,80.20.150.10,Electrochemical cells,
13783,80.20.150.10.10,Concentration cells,
13784,80.20.150.10.20,Electrolytic cells,
13785,80.20.150.10.30,Galvanic cells,
13786,80.20.150.10.40,Half-cells,
13787,80.20.150.10.50,Lasagna cells,
13788,80.20.150.10.60,Primary cells,
13789,80.20.150.10.70,Secondary cells,
13790,80.20.150.20,Electrode potentials,
13791,80.20.150.30,Electrolysis,
13792,80.20.150.40,Electrolytes,
13793,80.20.150.50,Electroplating,
13794,80.20.150.60,Nernst equation,
13796,80.20.150.80,Pourbaix diagrams,
13817,80.20.180,Inorganic chemistry,
13819,80.20.180.20,Crystal field theory,
13823,80.20.180.40,Inorganic reactions,
13824,80.20.180.50,Ionic bonding,
13825,80.20.180.60,Molecular symmetry group theory,
13826,80.20.180.70,Oxidation states,
13827,80.20.180.80,VSEPR theory,
13828,80.20.190,Medicinal chemistry,
13829,80.20.200,Nuclear chemistry,
13830,80.20.200.10,Nuclides,
13831,80.20.200.20,Radiation chemistry,
13832,80.20.210,Organic chemistry,
13833,80.20.210.10,Heterocycle structures,
13979,80.20.210.50,Organic synthesis,
13980,80.20.210.50.10,Heterocycle synthesis,
13981,80.20.210.60,Organometallic chemistry,
13982,80.20.210.70,Physical organic chemistry,
13983,80.20.220,Petrochemistry,
13984,80.20.230,Physical chemistry,
13985,80.20.230.10,Chemical bonding,
13986,80.20.230.10.10,Chelation,
13987,80.20.230.10.20,Covalent bonding,
13988,80.20.230.10.30,Cross-linking,
13989,80.20.230.10.30.10,Protein-DNA cross-linking,
13990,80.20.230.10.30.20,Subunit cross-linking,
13991,80.20.230.10.30.30,Ultraviolet cross-linking,
13992,80.20.230.10.40,Dipole-dipole interactions,
13993,80.20.230.10.50,Electrostatic bonding,
13994,80.20.230.10.60,Hydrogen bonding,
13999,80.20.230.30,Chemical dynamics,
14000,80.20.230.40,Chemical equilibrium,
14038,80.20.230.70,Chromophores,
14039,80.20.230.80,Coordination complexes,
14040,80.20.230.90,Gaussian fluctuations,
14041,80.20.230.100,Hydrogen-ion concentration,
14042,80.20.230.110,Ion exchange,
14043,80.20.230.120,Ions,
14044,80.20.230.120.10,Anions,
14045,80.20.230.120.20,Cations,
14046,80.20.230.130,Liquid-state dynamics,
14047,80.20.230.140,Photochemistry,
14048,80.20.230.140.10,Grotthuss-Draper law,
14049,80.20.230.140.20,Photographic sensitizers,
14050,80.20.230.140.30,Solar photochemistry,
14051,80.20.230.140.40,Stark-Einstein law,
14053,80.20.230.160,Proton-motive force,
14054,80.20.230.170,Quasi-bound states,
14055,80.20.230.180,Reaction dynamics,
14056,80.20.230.180.10,Activity series,
14057,80.20.230.180.20,Femtochemistry,
14058,80.20.230.180.30,Reaction kinetics,
14059,80.20.230.180.30.10,Saturation kinetics,
14060,80.20.230.180.40,Reaction quotient,
14061,80.20.230.180.50,Transition state,
14062,80.20.230.190,Sorption,
14063,80.20.230.190.10,Absorption,
14064,80.20.230.190.20,Adsorption,
14065,80.20.230.190.30,Desorption,
14066,80.20.230.200,Surface chemistry,
14067,80.20.230.200.10,Artificial membranes,
14068,80.20.240,Phytochemistry,
14070,80.20.240.20,Phytopharmacology,
14071,80.20.250,Polymer chemistry,
14072,80.20.250.10,Depolymerization,
14073,80.20.250.20,Macromolecules,
14074,80.20.250.30,Monomers (Chemistry),
14075,80.20.250.30.10,Glycerol,
14078,80.20.260,Quantum chemistry,
14079,80.20.260.10,Ground state,
14080,80.20.270,Radiochemistry,
14081,80.20.270.10,Hot atom chemistry,
14082,80.20.270.20,Nuclear decay,
14083,80.20.270.30,Radioactivity,
14084,80.20.280,Reprographic processes,
14085,80.20.290,Stereochemistry,
14086,80.20.290.10,Anomeric effect,
14087,80.20.290.20,Bond angles,
14089,80.20.290.40,Desymmetrization,
14090,80.20.290.50,Fischer projection,
14091,80.20.290.60,Gauche effect,
14092,80.20.290.70,Isomerism,
14098,80.20.290.70.30,Stereoisomerism,
14099,80.20.290.70.40,Structural isomerism,
14100,80.20.290.80,Kinetic resolution,
14101,80.20.290.90,Molecular asymmetry,
14102,80.20.290.100,Molecular conformation,
14103,80.20.290.100.10,Molecular spacers,
14104,80.20.290.110,Molecular strains,
14105,80.20.290.120,Mutarotation,
14106,80.20.290.130,Pseudorotation,
14107,80.20.290.140,Ring inversion,
14108,80.20.290.150,Rotations (stereochemistry),
14109,80.20.290.160,Stereoconvergence,
14110,80.20.290.170,Stereomutation,
14111,80.20.290.180,Stereoselectivity,
14112,80.20.290.190,Stereospecificity,
14113,80.20.290.200,Topomerization,
14114,80.20.300,Stoichiometry,
14115,80.20.310,Theoretical chemistry,
14116,80.30,Materials science,
14118,80.30.20,Ceramography,
14120,80.30.40,Glass science,
14121,80.30.40.10,Structural relaxation,
14122,80.30.50,Material properties,
14123,80.30.50.10,Anisotropy,
14124,80.30.50.20,Capacitance,
14125,80.30.50.30,Catalytic properties,
14126,80.30.50.40,Density,
14127,80.30.50.40.10,Low density,
14128,80.30.50.50,Electronic properties,
14129,80.30.50.60,Emission spectra,
14130,80.30.50.70,Magnetic properties,
14131,80.30.50.80,Mechanical properties,
14132,80.30.50.80.10,Stiffness,
14133,80.30.50.90,Melting point,
14134,80.30.50.100,Optical properties,
14135,80.30.50.100.10,Dichroism,
14136,80.30.50.100.20,Opacity,
14137,80.30.50.110,Permeability,
14138,80.30.50.120,Porosity,
14139,80.30.50.130,Purity,
14140,80.30.50.140,Solubility,
14141,80.30.50.150,Surface properties,
14142,80.30.50.150.10,Surface temperature,
14143,80.30.50.160,Texture,
14144,80.30.50.170,Thermal conductivity,
14145,80.30.50.180,Tractability,
14146,80.30.50.190,Transition temperature,
14147,80.30.60,Materials by attribute,
14148,80.30.60.10,Adhesives,
14149,80.30.60.20,Binders,
14150,80.30.60.20.10,Cements,
14151,80.30.60.30,Coating materials,
14152,80.30.60.30.10,Paints,
14154,80.30.60.50,Conductors,
14155,80.30.60.60,Contaminants,
14156,80.30.60.70,Corrosion inhibitors,
14157,80.30.60.80,Electronic materials,
14158,80.30.60.90,Energetic materials,
14159,80.30.60.100,Explosives,
14160,80.30.60.100.10,TNT,
14179,80.30.60.120,Hazardous materials,
14180,80.30.60.130,Insulators,
14181,80.30.60.130.10,Dielectrics,
14182,80.30.60.140,Magnetic materials,
14183,80.30.60.150,Magnets,
14185,80.30.60.170,Odorants,
14186,80.30.60.180,Photonic materials,
14187,80.30.60.190,Pigments,
14188,80.30.60.190.10,Biological pigments,
14189,80.30.60.190.20,Dyes,
14190,80.30.60.190.20.10,Cyanine,
14191,80.30.60.190.20.20,Fluorescent dyes,
14192,80.30.60.190.30,Organic pigments,
14193,80.30.60.190.30.10,Carotenoids,
14195,80.30.60.190.30.30,Melanin,
14196,80.30.60.200,Plastics,
14197,80.30.60.210,Porous materials,
14198,80.30.60.220,Reactor materials,
14199,80.30.60.230,Resistors,
14200,80.30.60.240,Smart materials,
14201,80.30.60.250,Superconductors,
14202,80.30.60.260,Superhard materials,
14203,80.30.60.270,Surfactants,
14204,80.30.60.270.10,Detergents,
14205,80.30.60.280,Unobtainium,
14206,80.30.70,Materials by structure,
14207,80.30.70.10,Amorphous solids,
14208,80.30.70.10.10,Gels,
14209,80.30.70.10.20,Glass,
14210,80.30.70.20,Ceramics,
14211,80.30.70.30,Composite materials,
14212,80.30.70.30.10,Composite interfaces,
14213,80.30.70.30.20,Concrete,
14214,80.30.70.30.30,Fiberglass,
14215,80.30.70.30.40,Kevlar,
14216,80.30.70.40,Crystals,
14217,80.30.70.40.10,Covalent crystals,
14218,80.30.70.40.20,Ionic crystals,
14219,80.30.70.40.30,Single crystals,
14220,80.30.70.50,Dust,
14221,80.30.70.60,Enamels,
14222,80.30.70.70,Fibers,
14223,80.30.70.70.10,Carbon fiber,
14224,80.30.70.80,Foam,
14225,80.30.70.90,Glass-ceramic materials,
14226,80.30.70.90.10,Vitreous materials,
14227,80.30.70.100,Hierarchical materials,
14228,80.30.70.110,Intermetallics,
14229,80.30.70.110.10,Dental amalgams,
14230,80.30.70.110.20,High temperature structural materials,
14232,80.30.70.110.40,Shape memory alloys,
14233,80.30.70.120,Metamaterials,
14234,80.30.70.130,Microspheres,
14235,80.30.70.140,Mixtures,
14236,80.30.70.140.10,Aerosols,
14237,80.30.70.140.20,Colloids,
14238,80.30.70.140.20.10,Emulsions,
14239,80.30.70.140.20.10.10,Latex,
14241,80.30.70.140.40,Heterogeneous mixtures,
14242,80.30.70.140.50,Homogeneous mixtures,
14243,80.30.70.140.60,Particulates,
14244,80.30.70.140.70,Slurries,
14245,80.30.70.140.80,Solutions,
14246,80.30.70.140.80.10,Aqueous solutions,
14247,80.30.70.140.80.10.10,Saline solutions,
14248,80.30.70.140.80.20,Diluents,
14249,80.30.70.140.80.30,Hypotonic solutions,
14250,80.30.70.140.80.40,Solutes,
14253,80.30.70.140.90,Suspensions,
14254,80.30.70.150,Oligomers,
14255,80.30.70.160,Polymers,
14256,80.30.70.160.10,Acrylics,
14257,80.30.70.160.20,Biopolymers,
14258,80.30.70.160.30,Chitin,
14259,80.30.70.160.40,Elastomers,
14260,80.30.70.160.40.10,Rubber,
14261,80.30.70.160.50,Epoxy resins,
