code,subject_area
10.220.30.230.30.80,Gene sequencing
10.220.30.230.30.90,Maxam-Gilbert sequencing method
10.130.110.140.20,Next-generation sequencing
10.220.30.230.30.110,Plasmid sequencing
10.220.30.230.30.120,YAC sequencing
10.220.30.230.40,Expressed sequence tags analysis
10.220.30.230.50,Genome sequencing
10.220.30.230.60,High throughput sequencing
10.220.30.230.70,Microsequencing
10.220.30.230.80,Nucleic acid sequencing
10.220.30.230.90,Nucleotide sequencing
10.220.30.230.90.10,Fluorescent nucleotide sequencing
10.220.30.230.100,Protein sequencing
10.220.30.230.100.10,Amino terminal sequencing
10.220.30.230.100.20,Carboxy-terminal sequencing
10.220.30.230.100.30,Edman degradation
10.220.30.230.110,RNA sequencing
10.220.30.230.110.10,Automated RNA sequencing
10.220.30.230.120,Sequence analysis
10.220.30.230.120.10,Amino acid sequence analysis
10.220.30.230.120.20,Comparative sequence analysis
10.220.30.230.120.30,DNA sequence analysis
10.220.30.230.120.40,Heuristic alignment procedure
10.220.30.230.120.50,Macromolecular sequence analysis
10.220.30.230.120.60,RNA sequence analysis
10.220.30.230.120.70,Sequence alignment
10.220.30.230.120.80,Sequence databases
10.220.30.230.120.90,Sequence motif analysis
10.220.30.230.120.100,Tandem repeat sequence analysis
10.220.30.230.130,Sequence tagged site analysis
10.220.30.50.30.20,Shotgun sequencing
10.220.30.240,Transfection
10.220.30.240.10,Batch transfection method
10.220.30.240.20,Biolistics
10.220.30.240.30,Calcium phosphate transfection
10.220.30.240.40,Cotransfection
10.220.30.240.50,Liposome-mediated transfection
10.220.30.240.60,Transient gene transfection
10.220.30.240.70,Transient transfection
10.220.30.240.80,Transient transfection analysis
10.220.30.240.90,Transient transfection assay
90.250,Precipitation techniques
90.250.10,Fractional precipitation
90.250.10.10,Polyethylene glycol precipitation
90.250.10.20,Salting out
90.250.10.20.10,Ammonium sulfate precipitation
90.250.20,Immunoprecipitation
90.250.20.10,Co-immunoprecipitation
90.250.20.20,Gel diffusion
90.250.30,Organic solvent precipitation
90.250.30.10,Acetone precipitation
90.250.30.20,Ethanol precipitation
90.250.30.30,Trichloroacetic acid precipitation
90.260,Purification techniques
90.260.10,Affinity purification
90.260.20,DNA purification
90.260.30,Enzyme purification
90.260.40,Protein purification
90.260.40.10,Recombinant protein purification
90.260.50,RNA purification
90.270,Research assessment
90.270.10,Altmetrics
90.270.20,Article-level metrics
90.270.30,Bibliometrics
90.270.40,Citation analysis
90.270.50,Peer review
90.270.60,Publication practices
90.270.60.10,Open access
90.270.70,Reproducibility
90.270.80,Research errors
90.270.90,Research monitoring
90.270.100,Research quality assessment
90.270.110,Research reporting guidelines
90.270.120,Research validity
90.270.130,Scientometrics
90.270.140,Systematic reviews
90.280,Research design
90.280.10,Case-control studies
90.280.20,Clinical research design
90.280.20.10,Adverse events
90.280.20.20,Case series
90.280.20.30,Comparative effectiveness research
90.280.20.40,Preclinical models
80.40.180.90.180,Survival analysis
90.280.20.60,Symptom scales
90.280.30,Cohort studies
90.280.40,Constraint relaxation
90.280.50,Cross-sectional studies
90.280.60,Empirical methods
90.280.70,Experimental design
90.280.70.10,Factorial design
90.280.80,Field tests
90.280.90,Field trials
90.280.100,Laboratory tests
90.280.110,Longitudinal studies
90.280.120,Observational studies
90.280.130,Pilot studies
90.280.140,Prospective studies
90.280.150,Qualitative studies
90.280.160,Quantitative analysis
90.280.170,Retrospective studies
90.280.180,Semi-empirical methods
90.280.190,Survey research
90.280.190.10,Census
90.280.190.20,Questionnaires
90.280.190.30,Survey methods
90.280.190.40,Surveys
90.280.190.40.10,Health surveys
90.280.200,Twin studies
90.290,Research facilities
90.290.20,Museum collections
90.290.30,Research laboratories
90.290.30.10,Biological laboratories
90.290.30.20,Company laboratories
90.290.30.30,Government laboratories
90.290.30.40,Independent laboratories
90.290.30.50,University laboratories
90.290.40,Weather stations
50.220.40.10,Separation processes
50.220.40.10.10,Centrifugation
50.220.40.10.10.10,Cesium chloride gradient centrifugation
50.220.40.10.10.20,Density gradient centrifugation
50.220.40.10.10.20.10,Sucrose density gradient centrifugation
50.220.40.10.10.30,Differential centrifugation
50.220.40.10.10.40,Isopycnic centrifugation
50.220.40.10.10.50,Ultracentrifugation
50.220.40.10.10.60,Zonal centrifugation
50.220.40.10.20,Crystallization techniques
50.220.40.10.20.10,Batch crystallization
50.220.40.10.20.20,Co-crystallization
50.220.40.10.20.30,Crystallization seeding
50.220.40.10.20.40,Gel acupuncture technique
50.220.40.10.20.50,Gel crystallization
50.220.40.10.20.60,Interface diffusion
50.220.40.10.20.70,Membrane protein crystallization
50.220.40.10.20.80,Vapor diffusion
50.220.40.10.30,Distillation
50.220.40.10.30.10,Simple distillation
50.220.40.10.40,Elution
50.220.40.10.50,Filtration
50.220.40.10.50.10,Gel filtration
50.220.40.10.50.20,Hemofiltration
50.220.40.10.50.30,Ultrafiltration
50.220.40.10.60,Fractional condensation
50.220.40.10.70,Fractional distillation
50.220.40.10.80,Fractionation
50.220.40.10.80.10,Cell fractionation
50.220.40.10.80.20,Organic fractionation
50.220.40.10.80.20.10,Saponification
50.220.40.10.80.30,Subcellular fractionation
50.220.40.10.90,Molecular dialysis
50.220.40.10.90.10,Equilibrium dialysis
50.220.40.10.90.20,Membrane dialysis
50.220.40.10.90.30,Microdialysis
50.220.40.10.90.40,On-line dialysis
90.310,Simulation and modeling
20.330.20,Agent-based modeling
80.40.20.10,Algorithms
80.40.20.10.10,Additive linkage algorithm
80.40.20.10.20,BLAST algorithm
80.40.20.10.30,Evolutionary algorithms
80.40.20.10.40,Genetic algorithms
10.240.50.10.20,Genetic programming
80.40.20.10.50,Kalman filter
80.40.20.10.60,Kernel methods
10.240.50.10.30.20,Machine learning algorithms
80.40.20.10.80,Neighbor-joining algorithm
80.40.20.10.90,Simulated annealing
90.310.30,Mathematical modeling
90.310.40,Ring closure algorithm
80.40.20.10.90,Simulated annealing
90.320,Solid support transfer
90.320.10,Capillary blotting
90.320.20,Nitrocellulose transfer
90.330,Specimen preparation and treatment
90.330.10,Mechanical treatment of specimens
90.330.10.10,Homogenizing
90.330.10.20,Microsphere beating
90.330.10.30,Mincing
90.330.10.40,Sonication
90.330.10.40.10,Ultrasonication
90.330.10.50,Sonification
90.330.10.60,Specimen blending
90.330.10.60.10,Braun MSK tissue disintegrator blending
90.330.10.60.20,Waring blending
90.330.10.70,Specimen disruption
90.330.10.70.10,Atmospheric pressure disruption
90.330.10.70.20,Cell disruption
90.330.10.70.30,Chemical disruption
90.330.10.70.40,Electric shock disruption
90.330.10.70.50,Electroporation
90.330.10.70.60,French press disruption
90.330.10.70.70,Hughes press disruption
90.330.10.70.80,Osmotic pressure disruption
90.330.10.70.90,Partial disruption of cell membrane
90.330.10.70.100,Vesicle fusion
90.330.10.80,Specimen grinding
90.330.10.90,Specimen scraping
90.330.20,Slide mounting
90.330.20.10,Edge-flaming technique
90.330.20.20,Perma-mounting
90.330.20.30,Polylysine slide preparation
90.330.20.40,Silicone oil tamponade techniques
90.330.20.50,Technicon Autoslide mounting
90.330.20.60,Touch smearing
90.330.30,Specimen embedding
90.330.30.10,Acrylic embedding
90.330.30.20,Araldite embedding
90.330.30.30,Epoxy resin embedding
90.330.30.40,Gelatin embedding
90.330.30.50,Ice embedding
90.330.30.60,Paraffin wax embedding
90.330.30.70,Plastic embedding
90.330.40,Specimen preservation
10.140.30,Cryopreservation
90.330.40.20,Perfusion
90.330.40.20.10,Formalin perfusion
90.330.40.30,Post-fixation
90.330.40.30.10,Osmium tetroxide treatment
90.330.40.30.20,Pepsin treatment
90.330.40.40,Specimen fixation
90.330.40.40.10,Bouin's fluid fixation
90.330.40.40.20,Colcemid treatment
90.330.40.40.30,CytoRich Red fixation
90.330.40.40.40,Cytospin Collection Fluid fixation
90.330.40.40.50,DMSO fixation
90.330.40.40.60,Ethanol fixation
90.330.40.40.70,Formaldehyde fixation
90.330.40.40.80,Formalin fixation
90.330.40.40.90,Glutaraldehyde fixation
90.330.40.40.100,Karnovsky's fluid fixation
90.330.40.40.110,Methanol fixation
90.330.40.40.120,Paraformaldehyde fixation
90.330.40.40.130,Zenker's fluid fixation
90.330.50,Specimen sectioning
90.330.50.10,Microtomy
90.330.60,Specimen unembedding
90.330.60.10,Paraffin removal
90.330.70,Staining
90.330.70.10,Acid-fast stain
90.330.70.20,Cell staining
90.330.70.30,Chromogenic substrate development
90.330.70.40,Chromosome staining
90.330.70.40.10,Aceto-Orcein staining
90.330.70.40.20,Brominated fluorescein staining
90.330.70.40.30,Diff-Quik staining
90.330.70.40.40,Genta staining
90.330.70.40.50,Giemsa staining
90.330.70.40.60,May-Grunwald Giemsa staining
90.330.70.40.70,Papanicolaou staining
90.330.70.40.80,Romanowsky-Giemsa staining
90.330.70.40.90,Thiazein staining
90.330.70.40.100,Ultrafast-Hoechst 3342 staining
90.330.70.40.110,Wright-Giemsa staining
90.330.70.40.120,Wright staining
90.330.70.50,Color extending
90.330.70.60,Counterstaining
90.330.70.70,Crystal violet staining
90.330.70.80,Cytoplasmic staining
90.330.70.80.10,Lucifer Yellow staining
90.330.70.80.20,Safranin staining
90.330.70.90,Differential staining
90.150.40.50,Electrophoretic staining
90.150.40.50.10,Bromophenol Blue staining
90.150.40.50.20,Coomasie Blue staining
90.150.40.50.30,Silver staining
90.150.40.50.40,Zinc staining
90.330.70.110,Enhanced polymer one-step staining
90.330.70.120,Ethidium bromide staining
90.330.70.130,Feulgen staining
90.330.70.140,Group-specific staining
90.330.70.140.10,Alizarin staining
90.330.70.140.20,Auramide O staining
90.330.70.140.30,Azure B staining
90.330.70.140.40,Cupromeronic Blue staining
90.330.70.140.50,Dimethylglyoxime staining
90.330.70.140.60,Dithizone staining
90.330.70.140.70,Eosin Yellowish staining
90.330.70.140.80,Gomori's trichrome staining
90.330.70.140.90,GZIN staining
90.330.70.140.100,Hematoxylin staining
90.330.70.140.110,Laidlow's reticulum staining
90.330.70.140.120,Methylene Blue staining
90.330.70.140.130,Nitroblue tetrazolium staining
90.330.70.140.140,Orcein-elastin staining
90.330.70.140.150,Phenazine methosulfate staining
90.330.70.140.160,Prussian blue staining
90.330.70.140.170,Rubeanic acid staining
90.330.70.140.180,Sudan III staining
90.330.70.140.190,Sudan IV staining
90.330.70.140.200,Tracer dye staining
90.330.70.140.210,Turnbull staining
90.330.70.140.220,Uranyl acetate staining
90.330.70.150,Immunofluorescence staining
90.330.70.160,Immunostaining
90.330.70.170,Membrane staining
90.330.70.170.10,Gram staining
90.330.70.180,Microwave staining
90.330.70.190,Negative staining
90.330.70.190.10,Amido Black staining
90.330.70.190.20,Periodic acid-Schiff reaction
90.330.70.140.160,Prussian blue staining
90.330.70.200,Nuclear staining
10.220.30.40.20,Bromodeoxyuridine labeling
90.330.70.200.20,DAPI staining
90.330.70.200.30,Nissl staining
90.330.70.200.40,Propidium iodide staining
90.330.80,Tissue clearing
90.330.80.10,Benzene clearing
90.330.80.20,Cedarwood oil clearing
90.330.80.30,Chloroform clearing
90.330.80.40,Xylol clearing
90.330.90,Tissue dehydration
90.330.90.10,Acetone dehydration
90.330.90.20,Lyophilization
90.330.90.30,Vacuum desiccation
90.330.100,Tissue washing
90.340,Spectrum analysis techniques
90.340.10,Absorption spectroscopy
90.340.10.10,Atomic absorption spectrometry
90.340.10.20,Electrothermal atomic absorption spectrometry
90.340.10.30,Flame atomic absorption spectrometry
90.340.10.40,Time-resolved absorption spectroscopy
90.340.20,AC impedence spectrometry
90.340.30,Circular dichroism spectroscopy
90.340.40,Continuous spectrophotometric rate determination
90.340.50,Electron beam spectrum analysis techniques
90.340.50.10,Auger electron spectrometry
90.340.50.20,Electron spectroscopy
90.340.50.30,Energy dispersive spectroscopy
90.340.50.40,Energy dispersive X-ray spectrometry
90.340.50.50,X-ray photoelectron spectroscopy
90.340.60,Electron diffraction
90.340.70,Electron probe microanalysis
90.340.80,Electron spin resonance spectroscopy
90.340.80.10,Electron resonance spin trapping
90.340.90,Electrospray spectrometry
90.340.100,Fluorescence spectroscopy
90.340.100.10,Time-resolved fluorescence spectroscopy
90.340.110,Gamma spectrometry
90.340.110.10,Mossbauer spectroscopy
90.340.120,Hydrogen forward scattering spectrometry
90.340.130,Inductively coupled plasma emission spectroscopy
90.340.140,Infrared spectroscopy
90.340.140.10,Fourier transform infrared spectroscopy
90.340.140.20,Near-infrared spectroscopy
90.340.140.20.10,Functional near-infrared spectroscopy
90.340.140.30,Time-resolved infrared spectroscopy
80.20.10.20,Mass spectrometry
80.20.10.20.10,Desorption-ionization mass spectrometry
80.20.10.20.20,Electrospray ionization mass spectrometry
80.20.10.20.30,Electrospray mass spectrometry
80.20.10.20.40,Fast atom bombardment mass spectrometry
80.20.10.20.50,Gas chromatography-mass spectrometry
80.20.10.20.60,Inductively coupled plasma mass spectrometry
80.20.10.20.70,Liquid chromatography-mass spectrometry
80.20.10.20.80,Liquid chromatography-tandem mass spectrometry
80.20.10.20.90,Mass spectra
80.20.10.20.100,Matrix-assisted laser desorption ionization mass spectrometry
80.20.10.20.110,Matrix-assisted laser desorption ionization time-of-flight mass spectrometry
80.20.10.20.120,Matrix-assisted laser mass spectrometry
80.20.10.20.130,Secondary ion mass spectrometry
80.20.10.20.140,Selected ion monitoring
80.20.10.20.150,Tandem mass spectrometry
90.340.160,NMR spectroscopy
90.340.160.10,Carbon-13 NMR spectroscopy
90.340.160.20,Correlation spectroscopy
90.340.160.20.10,Double quantum-filtered correlation spectroscopy
90.340.160.20.20,Photon correlation spectroscopy
90.340.160.20.30,Total correlation spectroscopy
90.340.160.20.40,Two-dimensional correlation spectroscopy
90.340.160.30,Heteronuclear single quantum coherence spectroscopy
90.340.160.40,Inverse-detected proton-nitrogen-15 NMR spectroscopy
90.340.160.50,Nitrogen-15 solid-state NMR spectroscopy
90.340.160.60,NMR relaxation
90.340.160.70,Nuclear Overhauser effect spectroscopy
90.340.160.80,One-dimensional NMR spectroscopy
90.340.160.90,Proton NMR spectroscopy
90.340.160.100,Solid-state NMR spectroscopy
90.340.160.110,Two-dimensional NMR spectroscopy
90.340.160.20.40,Two-dimensional correlation spectroscopy
90.340.170,Optical rotatory dispersion
90.340.180,Parallel electron energy loss spectroscopy
90.340.190,Photoacoustic spectroscopy
90.340.200,Pulse radiolysis
90.340.210,Raman spectroscopy
90.340.210.10,Resonance Raman spectroscopy
90.340.220,Rutherford backscattering spectrometry
90.340.230,Spectrophotometric stop rate determination
90.340.240,Spectrophotometry
90.340.240.10,Atomic absorption spectrophotometry
90.340.240.20,Calcium flame photometry
90.340.240.30,Cytophotometry
90.340.240.30.10,Flow cytometry
90.340.240.30.20,Fluorescence-activated cell sorting
90.340.240.30.30,Multicolor immunofluorescence
90.340.240.40,Densitometry
90.340.240.40.10,Photon absorptiometry
90.340.240.40.20,Turbidimetry
90.340.240.40.30,X-ray densitometry
90.340.240.50,Fluorimetry
10.220.30.160.10,Flow karyotyping
90.340.240.50.20,Fluorescence polarization
90.340.240.50.30,Image cytometry
90.340.240.60,Fluorophotometry
90.340.240.60.10,Fluorescence polarization anisotropy
90.340.240.60.20,Fluorescence resonance energy transfer
90.340.240.60.30,Fluorescence spectrometry
90.340.100.10,Time-resolved fluorescence spectroscopy
90.340.240.70,Infrared spectrophotometry
90.340.240.80,Microspectrophotometry
90.340.240.90,Ultraviolet spectrophotometry
90.340.250,Stopped flow spectrometry
90.340.260,Ultraviolet spectroscopy
90.340.270,Ultraviolet-visible spectroscopy
90.340.280,X-ray emission spectrometry
90.350,Storage and handling
90.350.10,Animal handling
60.150.410.10,Decontamination
90.350.20,Specimen handling
90.350.30,Specimen storage
90.360,Structural characterization
90.360.10,Electron diffraction techniques
90.360.20,Rapid X-ray diffraction
90.360.30,X-ray analysis
90.110.90,X-ray crystallography
90.360.50,X-ray diffraction
100,Science policy
10.60,Bioethics
10.60.10,Justice in science
10.60.20,Respect for human dignity
10.60.30,Sanctity of life
10.60.40,Scientific beneficence
10.60.50,Scientific nonmaleficence
100.20,Material transfer agreements
100.30,Research funding
100.30.10,Corporate funding of science
100.30.20,Government funding of science
100.30.30,Institutional funding of science
100.30.40,Military funding of science
100.30.50,Philanthropic funding of science
100.30.60,Research grants
100.40,Research integrity
100.40.10,Publication ethics
100.40.20,Scientific misconduct
100.50,Science and technology workforce
100.50.10,Careers in research
100.60,Science education
100.60.10,Science fairs
100.70,Science policy and economics
100.80,Technology regulations
110,Social sciences
110.10,Anthropology
110.10.10,Cultural anthropology
110.10.10.10,Cultural diversity
110.10.10.20,Cultural immersion
110.10.10.30,Ethnic differences
70.10.40,Ethnic groups
110.10.10.50,Ethnobiology
10.310.30,Ethnobotany
110.10.10.70,Ethnography
110.10.10.80,Ethnology
60.380.140,Ethnopharmacology
110.10.10.100,Geographic and national differences
60.150.80,Geographic and national differences in health care
110.10.10.110,Religion
110.10.20,Economic anthropology
110.10.20.10,Economic formalism
110.10.20.20,Ritual economy
110.10.20.30,Substantivism
70.10.60,Indigenous populations
110.10.40,Linguistic anthropology
10.240.140,Neuroanthropology
10.270.40,Paleoanthropology
10.290,Physical anthropology
10.290.10,Anthropometry
10.290.10.10,Cephalometry
10.270.40,Paleoanthropology
110.10.80,Psychological anthropology
110.10.90,Social anthropology
110.20,Archaeology
110.20.10,Archaeobiology
110.20.20,Archaeological dating
110.20.20.10,Radioactive carbon dating
110.20.30,Archaeological excavation
110.20.40,Archaeometry
110.20.50,Ethnoarchaeology
110.20.60,Experimental archaeology
110.20.70,Historical archaeology
110.20.80,Virtual archaeology
110.30,Economics
10.10.20,Agricultural economics
10.10.20.10,Income supports
10.10.20.20,Marketing cartels
10.10.20.30,Output ceilings
10.10.20.40,Price controls
10.330.40.40,Behavioral economics
110.30.30,Commerce
110.30.30.10,International trade
110.30.30.10.10,Foreign exchange market
110.30.30.20,Law of one price
110.30.30.30,Payment
110.30.30.40,Procurement
110.30.30.50,Retail
110.30.30.50.10,Shops
110.30.30.60,Uniform prices
110.30.30.70,Vendors
110.30.40,Development economics
110.30.40.10,Economic development
110.30.40.20,Economic growth
110.30.40.20.10,Endogenous growth theory
110.30.40.30,Harrod-Domar model
10.160.80,Ecological economics
110.30.60,Economic agents
110.30.60.10,Economic man
110.30.70,Economic analysis
110.30.70.10,Cost-benefit analysis
110.30.70.20,Cost-effectiveness analysis
110.30.70.30,Cost-minimization analysis
80.40.120.20,Econometrics
110.30.70.50,Economic impact analysis
80.50.90,Econophysics
20.330.180,Operations research
110.30.70.80,Risk-benefit analysis
110.30.70.90,Spatial economic analysis
30.50.30,Economic geography
30.50.30.10,Spatial allocation of resources
30.50.30.10.10,Isodapanes
110.30.90,Economic history
110.30.90.10,Business history
110.30.90.20,Labor history
110.30.100,Economic models
110.30.100.10,Causal economic models
110.30.100.20,Cost models
110.30.100.30,Heckscher-Ohlin model
110.30.100.30.10,Heckscher-Ohlin theory
110.30.100.40,Keynesian economics
110.30.100.50,Monetarism
110.30.100.60,Structural economic models
110.30.100.70,Supply and demand
40.110,Environmental economics
10.100.20,Bioeconomics
110.30.120,Experimental economics
110.30.130,Finance
110.30.130.10,Corporate finance
110.30.130.20,Financial management
110.30.130.20.10,Bankruptcy
110.30.130.20.20,Budgets
110.30.130.20.30,Indirect costs
110.30.130.30,Public finance
110.30.130.30.10,Fiscal policy
110.30.130.30.20,Government spending and taxation
110.30.130.30.30,Monetary policy
110.30.130.30.40,Money supply and banking
110.30.130.30.50,Public choice theory
110.30.130.40,Taxation
110.30.130.40.10,Business tax
110.30.130.40.20,Environmental tax
110.30.130.40.30,Income tax
110.30.130.40.40,Tax evasion
110.30.140,Financial markets
110.30.140.10,Capital markets
110.30.140.10.10,Bond markets
110.30.140.10.20,Financial firms
110.30.140.10.30,Stock markets
110.30.140.20,Commodity markets
110.30.140.30,Derivatives markets
110.30.140.40,Economic competition
110.30.140.50,Foreign exchange markets
110.30.140.60,Futures markets
110.30.140.70,Insurance markets
110.30.140.80,Money markets
60.150.130,Health economics
60.150.130.10,Health care sector
60.150.130.20,Health insurance
60.150.130.30,Pharmacoeconomics
110.30.160,Human capital
110.30.160.10,Economics of migration
110.30.160.20,Economics of poverty
110.30.160.30,Economics of training and education
110.30.170,Industrial organization
110.30.170.10,Contestable markets
110.30.170.20,Economics of technical change
110.30.170.30,Monopolies
110.30.170.40,Oligopolies
110.30.170.50,Regulation of public utilities
110.30.170.60,Structure of markets
110.30.180,Information economics
110.30.180.10,Asymmetric information
110.30.190,Labor economics
110.30.190.10,Employment
110.30.190.10.10,Careers
110.30.190.10.20,Jobs
110.30.190.20,Labor markets
110.30.190.30,Labor mobility
110.30.190.40,Salaries
110.30.190.40.10,Minimum wage
110.30.190.50,Unemployment rates
110.30.200,Macroeconomics
110.30.200.10,Demand curves
110.30.200.20,Inflation rates
110.30.200.30,Production functions
110.30.200.30.10,Economic output
110.30.190.50,Unemployment rates
80.40.120,Mathematical economics
80.40.120.10,Brouwer fixed-point theorem
80.40.120.20,Econometrics
80.40.120.30,General equilibrium model
80.40.120.40,Hyperplane theorems
80.40.120.50,Pareto efficiency
110.30.220,Microeconomics
110.30.220.10,Consumer protection
110.30.220.20,General equilibrium theory
110.30.220.30,Household economics
110.30.220.40,Microenterprises
110.30.70.90,Spatial economic analysis
110.30.220.60,Urban economics
10.240.160,Neuroeconomics
110.30.240,Resource management (economics)
110.30.240.10,Allocative efficiency
110.30.240.20,Disaster aid
110.30.240.30,Full employment of resources
10.10.20.40,Price controls
110.30.240.50,Rations
110.30.240.60,Shortages
110.30.240.70,Stockpiles
110.30.250,Welfare economics
110.30.250.10,Fundamental theorem of welfare economics
110.30.250.20,Public pensions
110.30.250.30,Social security system
30.50.70,Human geography
30.50.70.10,Behavioral geography
30.50.70.20,Central-place theory
30.50.70.30,Cultural geography
30.50.70.40,Developing nations
30.50.70.40.10,Resource-limited countries
30.50.70.50,Distance-decay models
30.50.70.60,Housing
30.50.70.70,Land use
30.50.70.70.10,Agricultural land
30.50.70.80,Least-cost location
30.50.70.90,Neighborhoods
10.270.90.20,Settlement patterns
30.50.70.110,Social geography
30.50.70.120,Urban geography
110.50,Law and legal sciences
110.50.10,Administrative law
110.50.20,Commercial law
110.50.20.10,Intellectual property
110.50.20.20,Patents
110.50.30,Contract law
110.50.40,Criminal justice system
110.50.40.10,Criminal investigations
110.50.40.20,Criminal punishment
110.50.40.30,Law enforcement
110.50.40.40,Prisons
110.50.40.40.10,Prisoners
110.50.50,Environmental law
110.50.60,Federal law
60.100.30.30,Forensics
60.100.30.30.10,Dactyloscopy
50.190,Forensic engineering
50.190.10,Forensic materials engineering
60.100.30.30.30,Forensic genetics
50.190.10,Forensic materials engineering
60.100.30.30.50,Forensic pathology
10.400.70,Forensic toxicology
110.50.80,Legislation
60.220.60,Medical law
110.50.100,Military law
110.50.110,Regulations
110.50.120,State law
110.60,Linguistics
110.60.10,Cognitive linguistics
110.60.10.10,Analogies
110.60.10.20,Word recognition
110.60.20,Computational linguistics
110.60.30,Grammar
110.60.40,Historical linguistics
110.60.50,Language acquisition
110.60.60,Languages
110.60.60.10,Language families
110.60.60.20,Natural language
10.330.40.160.10,Sign language
110.60.70,Lexicography
110.60.80,Lexicons
110.60.90,Linguistic geography
110.60.100,Linguistic morphology
10.240.190,Neurolinguistics
10.240.190.10,Lexical decision tasks
10.240.190.20,Mismatch negativity
10.240.190.30,Sentence processing
110.60.120,Phonetics
110.60.120.10,Vowels
110.60.130,Phonology
110.60.130.10,Phonemes
110.60.130.20,Syllables
110.60.130.30,Syntax
110.60.130.40,Vocabulary
110.60.140,Psycholinguistics
110.60.150,Semantics
110.60.150.10,Abstract linguistic meaning
110.60.150.20,Computational semantics
110.60.150.30,Conceptual semantics
110.60.150.40,Lexical semantics
110.60.150.50,Literal linguistic meaning
110.60.150.60,Music and language meaning
20.290.50,Programming language semantics
110.60.160,Sociolinguistics
110.60.160.10,Dialectology
110.60.170,Speech
110.60.180,Structural linguistics
110.70,Philosophy
110.80,Political science
110.80.10,Communism
110.80.20,Democracy
110.80.30,Disarmament
110.80.40,Elections
110.80.50,Governments
110.80.50.10,Armed forces
110.80.50.10.10,Military personnel
110.80.50.10.10.10,Veterans
110.80.50.10.20,Navy
110.80.50.20,Authoritarian regimes
110.80.50.30,City government
110.80.50.40,Heads of state
110.80.50.40.10,Presidents
110.80.50.50,Local government
110.80.50.60,Military governments
110.80.50.70,Municipal government
110.80.50.80,National governments other than U.S.
110.80.50.90,Political parties
110.80.50.100,State government
110.80.50.110,United States government
110.80.50.110.10,United States Congress
110.80.50.110.20,United States Senate
110.80.60,International relations
110.80.70,Labor studies
110.80.80,National security
110.80.90,Political aspects of health
30.50.100,Political geography
30.50.100.10,Geopolitics
30.50.100.10.10,Critical geopolitics
110.80.110,Political theory
110.80.120,Public administration
110.80.130,Public opinion
110.80.140,Public policy
110.80.140.10,Medicare
110.80.140.20,Poverty reduction
110.80.140.30,Taxes
110.80.140.40,Welfare (social security)
110.80.150,Socialism
110.80.160,United Nations
110.80.170,War and civil unrest
110.80.170.10,Battles
110.80.170.20,Civil war
10.330,Psychology
10.330.10,Addiction
10.330.10.10,Addicts
10.330.10.10.10,Alcoholics
10.330.10.10.20,Drug users
10.330.10.20,Alcoholism
10.330.10.30,Behavioral addiction
10.330.10.40,Computer addiction
10.330.10.50,Drug addiction
10.330.10.50.10,Prescription drug addiction
10.330.10.50.20,Recreational drug addiction
10.330.10.60,Gambling addiction
10.330.10.70,Nicotine addiction
10.330.10.70.10,Electronic cigarettes
10.330.10.80,Sex addiction
10.330.10.90,Shopping addiction
10.330.10.100,Substance addiction
10.330.10.110,Workaholism
10.330.20,Applied psychology
10.330.20.10,Industrial psychology
10.330.20.20,Military psychology
10.330.20.30,Propaganda
10.330.30,Attitudes (psychology)
10.330.40,Behavior
10.330.40.10,Aggression
10.330.40.20,Altruistic behavior
10.330.40.30,Behavioral conditioning
10.330.40.30.10,Classical conditioning
10.330.40.30.20,Fear conditioning
10.330.40.30.30,Operant conditioning
10.330.40.40,Behavioral economics
10.330.40.50,Behavioral matrix
10.330.40.60,Conditioned response
10.330.40.70,Deception
10.330.40.80,Diurnal variations
10.330.40.90,Drug abuse
10.330.40.100,Habits
10.330.40.100.10,Eating habits
10.330.40.100.20,Health habits
10.330.40.100.30,Nesting habits
10.330.40.100.40,Smoking habits
10.330.10.70.10,Electronic cigarettes
10.330.40.100.50,Study habits
10.330.40.110,Human movement
10.330.40.120,Human performance
10.330.40.130,Human sexual behavior
10.330.40.140,Inhibitions
10.240.50.40.70,Motivation
10.330.40.170,Parenting behavior
10.330.40.180,Psychological adjustment
10.330.40.190,Recreation
10.330.40.190.10,Gambling
10.330.40.190.20,Games
10.330.40.190.30,Social play
10.330.40.200,Verbal behavior
10.330.50,Clinical psychology
10.240.50.40,Cognitive psychology
10.240.50.40.10,Academic skills
10.240.50.40.10.10,Literacy
10.240.50.40.10.20,Numeracy
10.240.50.40.20,Attention
10.240.50.40.20.10,Vigilance decrement
10.240.50.40.20.20,Vigilance (psychology)
10.240.50.40.30,Creativity
10.240.50.40.40,Intelligence
10.240.50.40.40.10,Human intelligence
10.240.50.40.50,Language
10.240.50.40.60,Learning
10.240.50.40.60.10,Human learning
10.240.50.40.60.20,Learning curves
10.240.50.40.70,Motivation
10.240.50.40.80,Music cognition
10.240.50.40.80.10,Music perception
10.240.50.40.90,Perception
10.240.50.20.30.10,Face recognition
10.240.50.20.30.70,Object recognition
10.240.50.40.100,Priming (psychology)
10.240.50.40.110,Problem solving
10.240.50.40.120,Reasoning
10.240.50.40.120.10,Reasoning skills
10.240.50.40.130,Social cognition
10.330.70,Collective human behavior
10.330.80,Developmental psychology
10.330.80.10,Asperger syndrome
10.240.70.40.20,Autism
10.330.80.30,Pervasive developmental disorders
